event_description,location_description,location_accuracy,landslide_trigger,landslide_size,landslide_setting,landslide_category,fatality_count,injury_count,storm_name,photo_link,notes,event_import_source,event_import_id,country_name,country_code,admin_division_population,rain,earthquake,downpour,snow,other,small_scale,medium_scale,large_scale,home_destroyed,mudslide,landslide
"A mudslide caused by torrential rains in a rural area of the Colombian municipality of Samana has left at least five people dead, two injured and one house destroyed.he deputy director of the emergency management office of the Colombian Red Cross (CRC), Marinson Buitrago, said the tragedy was caused by heavy rains that over the last few days have lashed the province and a large part of the country.The five people killed brings to 164 the number of fatalities in Colombia from the rains since September 1.Rains on Friday caused another mudslide in the reservation of San Lorenzo where a settlement of Embera Chami Indians is located. Nine Indians died and another two survived.",San Lorenzo,1km,downpour,large,unknown,landslide,9.0,0.0,nan,nan,nan,glc,4095.0,Colombia,CO,2394.0,1,0,1,0,0,0,0,1,0,0,1
"Reports reaching the Office of Civil Defense on Monday said a landslide in Barangay Katlubong in Buguias killed Quinilin Tello, 3, on Saturday.",Barangay Katlubong in Buguias,5km,tropical_cyclone,large,unknown,landslide,1.0,0.0,Tropical Storm Ondoy (Ketsana),nan,nan,glc,1192.0,Philippines,PH,6192.0,0,0,0,0,1,0,0,1,0,0,1
"Heavy rain from Dean, multiple events in different areas caused deaths",Xochitlaxco,5km,tropical_cyclone,medium,unknown,mudslide,6.0,0.0,Hurricane Dean,nan,nan,glc,201.0,Mexico,MX,1414.0,0,0,0,0,1,0,1,0,0,1,0
"A certain Yckir Mayon, 10 years old, perished in a landslide in Sitio Tala, Barangay Namatec in Sabangan town early yesterday, according to Office of Civil Defense (OCD) Cordillera regional director Andrew Alex Uy.","Sitio Tala, Barangay Namatec in Sabangan town",10km,tropical_cyclone,medium,unknown,landslide,1.0,0.0,Ineng,nan,nan,glc,7725.0,Philippines,PH,2842.0,0,0,0,0,1,0,1,0,0,0,1
"Four members of a family were killed and seven others injured in a landslide triggered by incessant rains at Tottilagundi in Dakshina Kannada district in the early hours today, police said. The victims included three women, police said, adding while the injured were in another house.","Tottilagundi, Dakshina Kannada District",unknown,rain,medium,unknown,landslide,4.0,7.0,nan,nan,nan,glc,4950.0,India,IN,53331.0,1,0,0,0,0,0,1,0,0,0,1
"A young female Army lieutenant was killed in Quezon province on Wednesday night after a landslide hit the vehicle she and her colleagues were riding on their way back from Metro Manila. Second Lt. Michelle Mae Delariarte, 24, had just come back from shopping for raffle prizes in Taguig City when her vehicle was hit by a landslide in Barangay Magsaysay, Infanta. Delariarte died of severe head injuries after the Isuzu Crosswind rolled over twice due to the impact caused by the landslide. (Fatalities update: 4. Source: http://newsinfo.inquirer.net/749133/death-toll-in-quezon-landslide-rises-to-4 )","Quezon, Philippines",250km,rain,medium,unknown,landslide,4.0,2.0,nan,nan,nan,glc,9075.0,Philippines,PH,29356.0,1,0,0,0,0,0,1,0,0,0,1
"A 40-year-old man was pinned to death by a boulder during a landslide at Abaca Mountain, Barangay Batangan, General Nakar in Quezon, police reported yesterday. Reports identified the victim as Eduard Fernandez of Barangay Magsaysay, Infanta town. He died from head injuries. Police learned that the victim and his two friends sought shelter under a rocky portion of the mountain due to heavy rains at about 5 p.m. on Monday. Moments after a slide occurred, trapping them in the area. Fernandez was hit by a boulder while his two companions managed to flee. The victimÕs body was later recovered by rescuers.","Batangan, General Nakar, Quezon, Calabarzon",5km,downpour,medium,unknown,landslide,1.0,0.0,nan,nan,nan,glc,5499.0,Philippines,PH,2795.0,1,0,1,0,0,0,1,0,0,0,1
"bodies pulled from debris in and around Itnagar, 300 mud huts washed away at banks of Dikrong river","Itanagar-Naharlagun, Arunachal Pradesh",25km,rain,large,unknown,landslide,21.0,0.0,nan,nan,nan,glc,585.0,India,IN,44971.0,1,0,0,0,0,0,0,1,0,0,1
"Palermo, November 27 - An 88-year-old woman was crushed to death by a boulder that smashed into her home Friday when heavy rains lashing southern Italy set off a landslide in the Sicilian capital, police said.     Ornella Paltrinieri was killed instantly in her first floor apartment in the Mondello seaside suburb of Palermo while her 19-year-old grandaughter Maria sleeping in the same room was injured and rushed to hospital and her 52-year-old daughter Donatella escaped with slight injuries.",Molise,25km,rain,small,natural_slope,rock_fall,1.0,1.0,nan,http://www.ansa.it/webimages/img_457x/2015/11/27/fa1ec257780a7d71196a1d81d3e2ab1f.jpg,nan,glc,8973.0,Italy,IT,669.0,1,0,0,0,0,0,0,0,1,0,0
"Landslides occurred in the Nursery area and Maligaon in Nilachal Hills, Sarania Hills and Boragaon on Saturday, alarming hill residents, whose number has crossed two lakh in Guwahati, said sources. Junu Chakraborty (50) was injured in the Nursery area after a wall of her house collapsed on Saturday morning. However, she is out of danger. There are no reports of injury from other parts of the city. A family miraculously escaped unhurt when earth fell on their house in the Sarania Hills.","Sarania Hills, North Guwahati, Guwahati, Assam,",5km,rain,medium,unknown,landslide,0.0,1.0,nan,nan,nan,glc,4859.0,India,IN,899094.0,1,0,0,0,0,0,1,0,0,0,1
"Date: 12 Oct 2010  Rescue workers have evacuated nine bodies from the mud following a landslide in Bunta village in the Central Sulawesi regency of Morowali on Tuesday.  A local religious leader, Rev. Martinus, told Antara news agency the dead victims were workers of a palm oil plantation company operating in the regency.  ""At least nine bodies have been unearthed. Perhaps more people were killed by the disaster as the search for victims buried in the mud is still underway,"" he said.  The reverend was on his way to the village to identify the victims.  Quoting local people whom he called, all the fatalities were buried as they were having a lunch break. ""They were taking a rest right under a slope of a hill. Suddenly the land slid and buried them,"" Martinus said. ","Bunta village, Central Sulawesi regency, Morowali",25km,downpour,medium,unknown,landslide,9.0,0.0,nan,nan,nan,glc,2592.0,Indonesia,ID,47778.0,1,0,1,0,0,0,1,0,0,0,1
"In Lava, Kalimpong one student of Class 9 was killed, and all roads to and from Lava are shut down","Lava, Kalimpong",1km,downpour,medium,unknown,landslide,1.0,0.0,nan,nan,nan,glc,7034.0,India,IN,4026.0,1,0,1,0,0,0,1,0,0,0,1
"At least three people were killed on Monday when their vehicle was buried by a mudslide caused by heavy rains in Brazil’s Rio de Janeiro state, the fire department said. The accident, which occurred on the highway that links Teresopolis and Rio de Janeiro, raised the death toll in the southeastern Brazilian state from the heavy rains of the past five days to six. Mudslides forced the closing of the Rio de Janeiro-Teresopolis highway and Niemeyer Avenue, an important thoroughfare in the southern section of the city of Rio de Janeiro. The heavy rains eased on Saturday and Sunday, but a new storm rolled through early Monday, flooding several neighborhoods in Rio de Janeiro, knocking out power and causing massive traffic jams.",Rio de Janeiro-Teresopolis highway and Niemeyer Avenue,25km,downpour,medium,unknown,mudslide,3.0,0.0,nan,nan,nan,glc,1300.0,Brazil,BR,6023699.0,1,0,1,0,0,0,1,0,0,1,0
"A couple was killed today in north Kashmir's Baramulla districtin a landslide triggered by heavy rains. Muneer Ahmad (44) and his wife Razeena Begum (38) died on the spot after being hit by the boulders rolling down the hill. The mishap took place in Dara Gutli village of Uri sector, some 101 kms from here, officials said. Their bodies were later retrieved by the rescue party comprising police and locals, they said. Heavy rains have lashed parts of north Kashmir including Uri, forcing closure of the Srinagar-Muzaffarabad road connecting Srinagar with Pakistan-occupied Kashmir (PoK), the officials said.",Dara Gutli Village Of Uri Sector In North Kashmir'S Baramulla District,25km,tropical_cyclone,medium,unknown,landslide,2.0,0.0,Trami,nan,nan,glc,5377.0,India,IN,6755.0,0,0,0,0,1,0,1,0,0,0,1
1 killed and dozen livestock killed by landslide occurring at night,Budhanilakantha in Kathmandu district,10km,downpour,medium,unknown,landslide,1.0,0.0,nan,nan,nan,glc,786.0,Nepal,NP,1442271.0,1,0,1,0,0,0,1,0,0,0,1
Kaluthara - Bulathsinhala - Mahagama; Another 4 persons have died due to a land slide that occurred in Kaluthara – Bulathsinhala – Mahagama area this morning.,Kaluthara,10km,rain,medium,unknown,landslide,4.0,0.0,nan,nan,nan,glc,6044.0,Sri Lanka,LK,8982.0,1,0,0,0,0,0,1,0,0,0,1
"Massive mudslides resulting from days of heavy rain have devastated a hydropower station construction site in China’s southwestern Sichuan Province. At this time the scale of the disaster is impossible to know with accuracy, with an official death toll of 10 and unofficial estimates ranging from the hundreds to 20,000 dead. Netizens also report that guards are restricting access to the disaster area because of the presence of an underground nuclear research facility. Rocks and mud began crashing down during the night of Aug. 30 at the Jinping hydropower station construction site in Liangshan Prefecture of Sichuan Province.By the morning of Aug. 31, more than 30 places reported damaged roads, tunnels, and bridges, and the complete interruption of transportation, communication, and power. The No. 3 construction camp was the most affected area, with heavy casualties reported by locals.In the afternoon of Aug. 31 mudslides, landslides, and rocks were still coming down in many places at thr","Jinping hydropower station construction site in Liangshan, Sichuan",5km,downpour,large,unknown,mudslide,10.0,0.0,nan,http://img.theepochtimes.com/n3/eet-content/uploads/2015/09/1208311228032404.jpg,nan,glc,4525.0,China,CN,1333973.0,1,0,1,0,0,0,0,1,0,1,0
"The landslide destroyed four houses and left a total of 38 people injured, including 13 children.","Vesubio, near Bonanza",5km,rain,small,deforested_slope,landslide,0.0,38.0,nan,http://endimages.s3.amazonaws.com/cache/52/12/52126703316f3ab0fd51aa590b33e51b.jpg,nan,glc,7478.0,Nicaragua,NI,6315.0,1,0,0,0,0,0,0,0,0,0,1
"Heavy downpours wreaked havoc in the provincial capital of Papua that incurred flash floods and landslides, killing 11 people and leaving two missing on Saturday night, official said on Sunday. Three rivers burst their banks and drove the flash floods carrying heavy materials, smashing houses, Sutopo Purwo Nugroho, spokesman of national disaster agency told Xinhua via phone on Sunday. ""Eleven people have been dead and two remain missing,"" he said.","Gereja Bethel Indonesia Jemaat Viadolorosa Trikora, Jayapura Utara, Jayapura, Papua 99116",50km,downpour,large,unknown,landslide,11.0,0.0,nan,nan,nan,glc,5892.0,Indonesia,ID,134895.0,1,0,1,0,0,0,0,1,0,0,1
mudslide,"Highway 6, Slocan, British Columbia",5km,snowfall_snowmelt,small,unknown,mudslide,1.0,0.0,nan,nan,nan,glc,539.0,Canada,CA,9813.0,0,0,0,1,0,0,0,0,0,1,0
"In Cox’s Bazar, two people  Futu, 18 and Amir Hossian, 45,  were killed in separate incidents of landslide at Ramu upazila in the morning.",Ramu Upazila,25km,monsoon,small,unknown,landslide,1.0,0.0,nan,nan,nan,glc,7004.0,Bangladesh,BD,253788.0,1,0,0,0,0,0,0,0,0,0,1
"Search and rescue workers retrieved the body of seven- year-old boy Ahmad Hajam from the debris of a house at village Laden in Chadoora tehsil this morning, a police official said, with this toll increased to 16. Laden village witnessed landslide caused by heavy rains on intervening night of Sunday and Monday.",Laden in Chadoora,5km,continuous_rain,medium,unknown,landslide,16.0,0.0,nan,nan,nan,glc,7171.0,India,IN,8036.0,1,0,0,0,0,0,1,0,0,0,1
"Imphal, July 06 2011: In a tragic incident of nature taking toll on human, a massive landslides along NH 53 today killed six personnel of Indian Reserved Battalion (IRB) and Manipur Rifles even as seven personnel were critically injured.  According to police report, the convoy led by AC 2nd IRB S Ingo was heading to Jiribam district headquarters to escort loaded freight trucks and oil tankers.  They had just reach Sinam Khul near Kotlen about 25 km from Imphal when the landslide struck them hit the bus in which they were travelling.  The bus was travelling with five commando teams and some personnel on other vehicles as Road Opening Party (ROP) .  The six ill fated personnel who were killed in the tragic accident were Havildar Yaima of 5th IRB, rifleman Diamond of 5th MR, rifleman Surchandra of 5th MR, rifleman Maradona of 6th IRB, rifleman Lakshman of 8th MR and rifleman Nasir Khan of 2nd MR.The injured personnel were 1st MR rifleman T Sandang Maring (31), 3rd IRB personnel Takhellamb","National Highway 53, Sinam Khul (near Kotlen; ~25 km from Imphal)",50km,downpour,medium,unknown,landslide,6.0,0.0,nan,nan,nan,glc,3738.0,India,IN,223523.0,1,0,1,0,0,0,1,0,0,0,1
